model,accuracy,normal_precision,normal_recall,normal_f1,attack_precision,attack_recall,attack_f1,macro_f1,weighted_f1,predict_sec
Neural Network (128-64-32),0.635800094300599,0.6360840408933727,0.9986240086607852,0.777152586891995,0.46126447016918964,0.002057817521640851,0.004097355702680683,0.3906249712973378,0.4957032185604101,0.29692912101745605
