model,accuracy,normal_precision,normal_recall,normal_f1,attack_precision,attack_recall,attack_f1,macro_f1,weighted_f1,predict_sec
Neural Network (128-64-32),0.9927008518058236,0.9991293477461578,0.9919285837351034,0.9955159447728519,0.9651239085448947,0.9961450302146281,0.9803891409674691,0.9879525428701605,0.9927453777449827,0.2238011360168457
